word,part_of_speech,level,category
inquiry,n,B2,Education - Research & Analysis
finding,n,B2,Education - Research & Analysis
outcome,n,B2,Education - Research & Analysis
undertake,v,B2,Verbs - Learning & Academic
sample,v,B2,Verbs - Learning & Academic
demonstrate,v,B2,Verbs - Learning & Academic
display,v,B2,Verbs - Learning & Academic
display,n,B2,Verbs - Learning & Academic
exhibit,v,B2,Verbs - Learning & Academic
exhibit,n,B2,Verbs - Learning & Academic
illustrate,v,B2,Verbs - Learning & Academic
cite,v,B2,Verbs - Learning & Academic
document,v,B2,Verbs - Learning & Academic
file,v,B2,Verbs - Learning & Academic
classify,v,B2,Verbs - Learning & Academic
delete,v,B2,Verbs - Learning & Academic
eliminate,v,B2,Verbs - Learning & Academic
agency,n,B2,Politics - Government & Administration
congress,n,B2,Politics - Government & Administration
senate,n,B2,Politics - Government & Administration
commission,n,B2,Politics - Government & Administration
commission,v,B2,Politics - Government & Administration
council,n,B2,Politics - Government & Administration
committee,n,B2,Politics - Government & Administration
panel,n,B2,Politics - Government & Administration
institution,n,B2,Politics - Government & Administration
opposition,n,B2,Politics - Government & Administration
justice,n,B2,Politics - Government & Administration
voting,n,B2,Politics - Democracy & Participation
negotiation,n,B2,Politics - Democracy & Participation
terms,n,B2,Law - Legal System & Justice
trial,n,B2,Law - Legal System & Justice
hearing,n,B2,Law - Legal System & Justice
offense,n,B2,Law - Legal System & Justice
theft,n,B2,Law - Crime & Enforcement
robbery,n,B2,Law - Crime & Enforcement
offender,n,B2,Law - Crime & Enforcement
opponent,n,B2,Law - Crime & Enforcement
rival,n,B2,Law - Crime & Enforcement
rival,adj,B2,Law - Crime & Enforcement
monitor,n,B2,Verbs - Legal & Administrative
monitor,v,B2,Verbs - Legal & Administrative
adopt,v,B2,Verbs - Legal & Administrative
prohibit,v,B2,Verbs - Legal & Administrative
forbid,v,B2,Verbs - Legal & Administrative
bar,v,B2,Verbs - Legal & Administrative
permit,v,B2,Verbs - Legal & Administrative
permit,n,B2,Verbs - Legal & Administrative
license,n,B2,Verbs - Legal & Administrative
elect,v,B2,Verbs - Legal & Administrative
resign,v,B2,Verbs - Legal & Administrative
withdraw,v,B2,Verbs - Legal & Administrative
register,v,B2,Verbs - Legal & Administrative
register,n,B2,Verbs - Legal & Administrative
accuse,v,B2,Verbs - Legal & Administrative
sentence,v,B2,Verbs - Legal & Administrative
obey,v,B2,Verbs - Legal & Administrative
observe,v,B2,Verbs - Legal & Administrative
bond,n,B2,Social - Relationships & Interaction
attachment,n,B2,Social - Relationships & Interaction
peer,n,B2,Social - Relationships & Interaction
associate,v,B2,Social - Relationships & Interaction
creature,n,B2,Social - Society & Culture
unity,n,B2,Social - Society & Culture
ethnic,adj,B2,Social - Society & Culture
racial,adj,B2,Social - Society & Culture
national,n,B2,Social - Society & Culture
racism,n,B2,Social - Issues & Problems
bias,n,B2,Social - Issues & Problems
welfare,n,B2,Social - Issues & Problems
suffering,n,B2,Social - Issues & Problems
uncertainty,n,B2,Social - Issues & Problems
anniversary,n,B2,Social - Events & Occasions
affair,n,B2,Social - Events & Occasions
function,v,B2,Social - Events & Occasions
suburb,n,B2,Places - Urban & Infrastructure
sidewalk,n,B2,Places - Urban & Infrastructure
sector,n,B2,Places - Urban & Infrastructure
terminal,n,B2,Places - Urban & Infrastructure
shore,n,B2,Places - Natural Features
landscape,n,B2,Places - Natural Features
slope,n,B2,Places - Natural Features
slope,v,B2,Places - Natural Features
stream,n,B2,Places - Natural Features
shade,n,B2,Places - Natural Features
shadow,n,B2,Places - Natural Features
cliff,n,B2,Places - Natural Features
darkness,n,B2,Places - Natural Features
temple,n,B2,Places - Buildings & Structures
mosque,n,B2,Places - Buildings & Structures
venue,n,B2,Places - Buildings & Structures
spot,v,B2,Places - Buildings & Structures
basement,n,B2,Places - Buildings & Structures
cabin,n,B2,Places - Buildings & Structures
castle,n,B2,Places - Buildings & Structures
cave,n,B2,Places - Buildings & Structures
canal,n,B2,Places - Buildings & Structures
clinic,n,B2,Places - Buildings & Structures
corridor,n,B2,Places - Buildings & Structures
corporation,n,B2,Places - Buildings & Structures
territory,n,B2,Geography - Regions & Territory
zone,n,B2,Geography - Regions & Territory
county,n,B2,Geography - Regions & Territory
rural,adj,B2,Geography - Regions & Territory
urban,adj,B2,Geography - Regions & Territory
regional,adj,B2,Geography - Regions & Territory
tropical,adj,B2,Geography - Regions & Territory
resort,n,B2,Geography - Regions & Territory
criterion,n,B2,Science - Research & Methods
bacteria,n,B2,Science - Biology & Life
tissue,n,B2,Science - Biology & Life
organ,n,B2,Science - Biology & Life
nutrition,n,B2,Science - Biology & Life
vitamin,n,B2,Science - Biology & Life
mineral,n,B2,Science - Biology & Life
obesity,n,B2,Science - Biology & Life
species,n,B2,Science - Biology & Life
solar,adj,B2,Science - Biology & Life
satellite,n,B2,Science - Biology & Life
motion,n,B2,Science - Physics & Chemistry
carbon,n,B2,Science - Physics & Chemistry
compound,n,B2,Science - Physics & Chemistry
circuit,n,B2,Science - Physics & Chemistry
password,n,B2,Technology - Computing & Digital
programming,n,B2,Technology - Computing & Digital
database,n,B2,Technology - Computing & Digital
curriculum,n,B2,Technology - Computing & Digital
van,n,B2,Technology - Engineering & Innovation
wire,n,B2,Technology - Engineering & Innovation
line,v,B2,Technology - Engineering & Innovation
operate,v,B2,Verbs - Scientific & Technical
trigger,v,B2,Verbs - Scientific & Technical
install,v,B2,Verbs - Scientific & Technical
absorb,v,B2,Verbs - Scientific & Technical
convey,v,B2,Verbs - Scientific & Technical
fuel,v,B2,Verbs - Scientific & Technical
power,v,B2,Verbs - Scientific & Technical
activate,v,B2,Verbs - Scientific & Technical
melt,v,B2,Verbs - Scientific & Technical
erupt,v,B2,Verbs - Scientific & Technical
mosquito,n,B2,Nature - Animals & Wildlife
bug,n,B2,Nature - Animals & Wildlife
rat,n,B2,Nature - Animals & Wildlife
wolf,n,B2,Nature - Animals & Wildlife
worm,n,B2,Nature - Animals & Wildlife
wildlife,n,B2,Nature - Animals & Wildlife
crop,n,B2,Nature - Plants & Agriculture
produce,v,B2,Nature - Plants & Agriculture
wheat,n,B2,Nature - Plants & Agriculture
rose,n,B2,Nature - Plants & Agriculture
bush,n,B2,Nature - Plants & Agriculture
warming,n,B2,Environment - Climate & Weather
tsunami,n,B2,Environment - Disasters & Crises
publishing,n,B2,Media - Broadcasting & Publishing
reporting,n,B2,Media - Information & Communication
journalism,n,B2,Media - Information & Communication
coverage,n,B2,Media - Information & Communication
navigation,n,B2,Media - Information & Communication
vision,n,B2,Media - Information & Communication
tone,n,B2,Media - Information & Communication
pitch,n,B2,Media - Information & Communication
tune,n,B2,Media - Information & Communication
opera,n,B2,Arts - Creative Fields
ballet,n,B2,Arts - Creative Fields
composer,n,B2,Arts - Creative Fields
artwork,n,B2,Arts - Creative Fields
craft,n,B2,Arts - Creative Fields
cast,n,B2,Arts - Performance & Entertainment
cast,v,B2,Arts - Performance & Entertainment
victory,n,B2,Arts - Performance & Entertainment
broadcast,v,B2,Verbs - Media & Creative
broadcast,n,B2,Verbs - Media & Creative
transmit,v,B2,Verbs - Media & Creative
screen,v,B2,Verbs - Media & Creative
print,n,B2,Verbs - Media & Creative
compose,v,B2,Verbs - Media & Creative
edit,v,B2,Verbs - Media & Creative
adapt,v,B2,Verbs - Media & Creative
mount,v,B2,Verbs - Media & Creative
wisdom,n,B2,Abstract - Ideas & Philosophy
insight,n,B2,Abstract - Ideas & Philosophy
myth,n,B2,Abstract - Ideas & Philosophy
legend,n,B2,Abstract - Ideas & Philosophy
tale,n,B2,Abstract - Ideas & Philosophy
universe,n,B2,Abstract - Ideas & Philosophy
faith,n,B2,Abstract - Ideas & Philosophy
trust,n,B2,Abstract - Ideas & Philosophy
trust,v,B2,Abstract - Ideas & Philosophy
confidence,n,B2,Abstract - Ideas & Philosophy
freedom,n,B2,Abstract - Ideas & Philosophy
independence,n,B2,Abstract - Ideas & Philosophy
popularity,n,B2,Abstract - Ideas & Philosophy
reputation,n,B2,Abstract - Ideas & Philosophy
selection,n,B2,Abstract - Ideas & Philosophy
self,n,B2,Abstract - Ideas & Philosophy
sequence,n,B2,Abstract - Ideas & Philosophy
session,n,B2,Abstract - Ideas & Philosophy
silence,n,B2,Abstract - Ideas & Philosophy
soul,n,B2,Abstract - Ideas & Philosophy
rhythm,n,B2,Abstract - Ideas & Philosophy
revolution,n,B2,Abstract - Ideas & Philosophy
viewpoint,n,B2,Abstract - Perception & Understanding
perspective,n,B2,Abstract - Perception & Understanding
angle,n,B2,Abstract - Perception & Understanding
aspect,n,B2,Abstract - Perception & Understanding
consideration,n,B2,Abstract - Perception & Understanding
emphasis,n,B2,Abstract - Perception & Understanding
extent,n,B2,Abstract - Perception & Understanding
level,v,B2,Abstract - Perception & Understanding
range,v,B2,Abstract - Perception & Understanding
volume,n,B2,Abstract - Quantities & Measurement
capacity,n,B2,Abstract - Quantities & Measurement
usage,n,B2,Abstract - Quantities & Measurement
variation,n,B2,Abstract - Quantities & Measurement
depth,n,B2,Abstract - Quantities & Measurement
frequency,n,B2,Abstract - Quantities & Measurement
rate,v,B2,Abstract - Quantities & Measurement
inch,n,B2,Abstract - Quantities & Measurement
acre,n,B2,Abstract - Quantities & Measurement
measurement,n,B2,Abstract - Quantities & Measurement
majority,n,B2,Abstract - Quantities & Measurement
minority,n,B2,Abstract - Quantities & Measurement
equivalent,n,B2,Abstract - Relationships & Connections
equivalent,adj,B2,Abstract - Relationships & Connections
equal,n,B2,Abstract - Relationships & Connections
parallel,adj,B2,Abstract - Relationships & Connections
parallel,n,B2,Abstract - Relationships & Connections
association,n,B2,Abstract - Relationships & Connections
combination,n,B2,Abstract - Relationships & Connections
circumstance,n,B2,Abstract - States & Conditions
status,n,B2,Abstract - States & Conditions
necessity,n,B2,Abstract - States & Conditions
transition,n,B2,Time - Periods & Sequence
timing,n,B2,Time - Periods & Sequence
schedule,v,B2,Time - Periods & Sequence
time,v,B2,Time - Periods & Sequence
nowadays,adv,B2,Adverbs - Time & Frequency
newly,adv,B2,Adverbs - Time & Frequency
lately,adv,B2,Adverbs - Time & Frequency
shortly,adv,B2,Adverbs - Time & Frequency
overnight,adv,B2,Adverbs - Time & Frequency
constantly,adv,B2,Adverbs - Time & Frequency
consistently,adv,B2,Adverbs - Time & Frequency
aside,adv,B2,Adverbs - Degree & Manner
basically,adv,B2,Adverbs - Degree & Manner
essentially,adv,B2,Adverbs - Degree & Manner
fundamentally,adv,B2,Adverbs - Degree & Manner
closely,adv,B2,Adverbs - Degree & Manner
commonly,adv,B2,Adverbs - Degree & Manner
deeply,adv,B2,Adverbs - Degree & Manner
thoroughly,adv,B2,Adverbs - Degree & Manner
downward,adj,B2,Adverbs - Degree & Manner
downward,adv,B2,Adverbs - Degree & Manner
elsewhere,adv,B2,Adverbs - Degree & Manner
abroad,adv,B2,Adverbs - Degree & Manner
forward,adj,B2,Adverbs - Degree & Manner
nearby,adj,B2,Adverbs - Degree & Manner
nearby,adv,B2,Adverbs - Degree & Manner
openly,adv,B2,Adverbs - Degree & Manner
primarily,adv,B2,Adverbs - Degree & Manner
purely,adv,B2,Adverbs - Degree & Manner
roughly,adv,B2,Adverbs - Degree & Manner
critically,adv,B2,Adverbs - Degree & Manner
somehow,adv,B2,Adverbs - Degree & Manner
sometime,adv,B2,Adverbs - Degree & Manner
strictly,adv,B2,Adverbs - Degree & Manner
severely,adv,B2,Adverbs - Degree & Manner
sufficiently,adv,B2,Adverbs - Degree & Manner
adequately,adv,B2,Adverbs - Degree & Manner
terribly,adv,B2,Adverbs - Degree & Manner
very,adj,B2,Adverbs - Degree & Manner
deliberately,adv,B2,Adverbs - Degree & Manner
fully,adv,B2,Adverbs - Degree & Manner
entirely,adv,B2,Adverbs - Degree & Manner
gradually,adv,B2,Adverbs - Degree & Manner
steadily,adv,B2,Adverbs - Degree & Manner
relatively,adv,B2,Adverbs - Degree & Manner
significantly,adv,B2,Adverbs - Degree & Manner
thus,adv,B2,Adverbs - Degree & Manner
truly,adv,B2,Adverbs - Degree & Manner
ultimately,adv,B2,Adverbs - Degree & Manner
upward,adv,B2,Adverbs - Degree & Manner
way,adv,B2,Adverbs - Degree & Manner
widely,adv,B2,Adverbs - Degree & Manner
accidentally,adv,B2,Adverbs - Degree & Manner
accurately,adv,B2,Adverbs - Degree & Manner
additionally,adv,B2,Adverbs - Degree & Manner
extensively,adv,B2,Adverbs - Degree & Manner
firmly,adv,B2,Adverbs - Degree & Manner
formerly,adv,B2,Adverbs - Degree & Manner
freely,adv,B2,Adverbs - Degree & Manner
genuinely,adv,B2,Adverbs - Degree & Manner
greatly,adv,B2,Adverbs - Degree & Manner
apparently,adv,B2,Adverbs - Viewpoint & Stance
fortunate,adj,B2,Adverbs - Viewpoint & Stance
potentially,adv,B2,Adverbs - Viewpoint & Stance
reasonably,adv,B2,Adverbs - Viewpoint & Stance
remarkably,adv,B2,Adverbs - Viewpoint & Stance
subsequently,adv,B2,Adverbs - Viewpoint & Stance
afterward,adv,B2,Adverbs - Viewpoint & Stance
temporarily,adv,B2,Adverbs - Viewpoint & Stance
briefly,adv,B2,Adverbs - Viewpoint & Stance
permanently,adv,B2,Adverbs - Viewpoint & Stance
nevertheless,adv,B2,Adverbs - Viewpoint & Stance
yet,conj,B2,Adverbs - Viewpoint & Stance
increasingly,adv,B2,Adverbs - Viewpoint & Stance
initially,adv,B2,Adverbs - Viewpoint & Stance
largely,adv,B2,Adverbs - Viewpoint & Stance
occasionally,adv,B2,Adverbs - Viewpoint & Stance
otherwise,adv,B2,Adverbs - Viewpoint & Stance
partly,adv,B2,Adverbs - Viewpoint & Stance
somewhat,adv,B2,Adverbs - Viewpoint & Stance
rapidly,adv,B2,Adverbs - Viewpoint & Stance
appropriately,adv,B2,Adverbs - Viewpoint & Stance
barely,adv,B2,Adverbs - Viewpoint & Stance
broadly,adv,B2,Adverbs - Viewpoint & Stance
consequently,adv,B2,Adverbs - Viewpoint & Stance
considerably,adv,B2,Adverbs - Viewpoint & Stance
desperately,adv,B2,Adverbs - Viewpoint & Stance
beside,prep,B2,Adverbs - Viewpoint & Stance
besides,prep,B2,Adverbs - Viewpoint & Stance
besides,adv,B2,Adverbs - Viewpoint & Stance
dominate,v,B2,Verbs - Control & Influence
govern,v,B2,Verbs - Control & Influence
shape,v,B2,Verbs - Control & Influence
settle,v,B2,Verbs - Control & Influence
regulate,v,B2,Verbs - Control & Influence
adjust,v,B2,Verbs - Control & Influence
modify,v,B2,Verbs - Control & Influence
impose,v,B2,Verbs - Control & Influence
restrict,v,B2,Verbs - Control & Influence
bound,adj,B2,Verbs - Control & Influence
assess,v,B2,Verbs - Assessment & Judgment
evaluate,v,B2,Verbs - Assessment & Judgment
rank,n,B2,Verbs - Assessment & Judgment
rank,v,B2,Verbs - Assessment & Judgment
grade,v,B2,Verbs - Assessment & Judgment
remark,n,B2,Verbs - Assessment & Judgment
remark,v,B2,Verbs - Assessment & Judgment
approve,v,B2,Verbs - Assessment & Judgment
object,v,B2,Verbs - Assessment & Judgment
praise,n,B2,Verbs - Assessment & Judgment
praise,v,B2,Verbs - Assessment & Judgment
blame,v,B2,Verbs - Assessment & Judgment
blame,n,B2,Verbs - Assessment & Judgment
criticize,v,B2,Verbs - Assessment & Judgment
justify,v,B2,Verbs - Assessment & Judgment
excuse,n,B2,Verbs - Assessment & Judgment
excuse,v,B2,Verbs - Assessment & Judgment
mistake,v,B2,Verbs - Assessment & Judgment
make,n,B2,Verbs - Creation & Destruction
generate,v,B2,Verbs - Creation & Destruction
construct,v,B2,Verbs - Creation & Destruction
establish,v,B2,Verbs - Creation & Destruction
found,v,B2,Verbs - Creation & Destruction
institute,n,B2,Verbs - Creation & Destruction
ruin,v,B2,Verbs - Creation & Destruction
ruin,n,B2,Verbs - Creation & Destruction
harm,n,B2,Verbs - Creation & Destruction
harm,v,B2,Verbs - Creation & Destruction
hurt,n,B2,Verbs - Creation & Destruction
crack,v,B2,Verbs - Creation & Destruction
crack,n,B2,Verbs - Creation & Destruction
burn,n,B2,Verbs - Creation & Destruction
equip,v,B2,Verbs - Provision & Support
distribute,v,B2,Verbs - Provision & Support
assign,v,B2,Verbs - Provision & Support
contribute,v,B2,Verbs - Provision & Support
sponsor,v,B2,Verbs - Provision & Support
sponsor,n,B2,Verbs - Provision & Support
back,v,B2,Verbs - Provision & Support
fund,n,B2,Verbs - Provision & Support
fund,v,B2,Verbs - Provision & Support
obtain,v,B2,Verbs - Provision & Support
acquire,v,B2,Verbs - Provision & Support
reserve,n,B2,Verbs - Provision & Support
reserve,v,B2,Verbs - Provision & Support
unite,v,B2,Verbs - Connection & Association
integrate,v,B2,Verbs - Connection & Association
incorporate,v,B2,Verbs - Connection & Association
comprise,v,B2,Verbs - Connection & Association
fix,n,B2,Verbs - Connection & Association
secure,v,B2,Verbs - Connection & Association
secure,adj,B2,Verbs - Connection & Association
divide,n,B2,Verbs - Connection & Association
split,v,B2,Verbs - Connection & Association
split,n,B2,Verbs - Connection & Association
isolate,v,B2,Verbs - Connection & Association
proceed,v,B2,Verbs - Continuation & Cessation
pursue,v,B2,Verbs - Continuation & Cessation
seek,v,B2,Verbs - Continuation & Cessation
maintain,v,B2,Verbs - Continuation & Cessation
preserve,v,B2,Verbs - Continuation & Cessation
retain,v,B2,Verbs - Continuation & Cessation
abandon,v,B2,Verbs - Continuation & Cessation
desert,v,B2,Verbs - Continuation & Cessation
leave,n,B2,Verbs - Continuation & Cessation
cancel,v,B2,Verbs - Continuation & Cessation
suspend,v,B2,Verbs - Continuation & Cessation
pause,v,B2,Verbs - Continuation & Cessation
pause,n,B2,Verbs - Continuation & Cessation
interrupt,v,B2,Verbs - Continuation & Cessation
delay,v,B2,Verbs - Continuation & Cessation
delay,n,B2,Verbs - Continuation & Cessation
accomplish,v,B2,Verbs - Achievement & Completion
reach,n,B2,Verbs - Achievement & Completion
fulfill,v,B2,Verbs - Achievement & Completion
satisfy,v,B2,Verbs - Achievement & Completion
master,n,B2,Verbs - Achievement & Completion
master,v,B2,Verbs - Achievement & Completion
distinguish,v,B2,Verbs - Achievement & Completion
battle,v,B2,Verbs - Conflict & Competition
challenge,v,B2,Verbs - Conflict & Competition
dare,v,B2,Verbs - Conflict & Competition
resist,v,B2,Verbs - Conflict & Competition
counter (long flat surface),n,B2,Verbs - Conflict & Competition
threaten,v,B2,Verbs - Conflict & Competition
strike,v,B2,Verbs - Conflict & Competition
strike,n,B2,Verbs - Conflict & Competition
defend,v,B2,Verbs - Conflict & Competition
beat,n,B2,Verbs - Conflict & Competition
overcome,v,B2,Verbs - Conflict & Competition
submit,v,B2,Verbs - Conflict & Competition
oppose,v,B2,Verbs - Conflict & Competition
handle,v,B2,Verbs - Handling & Management
handle,n,B2,Verbs - Handling & Management
cope,v,B2,Verbs - Handling & Management
tackle,v,B2,Verbs - Handling & Management
address,v,B2,Verbs - Handling & Management
conduct,v,B2,Verbs - Handling & Management
conduct,n,B2,Verbs - Handling & Management
implement,v,B2,Verbs - Handling & Management
treasure,n,B2,Verbs - Emotion & Attitude
value,v,B2,Verbs - Emotion & Attitude
scare,v,B2,Verbs - Emotion & Attitude
scare,n,B2,Verbs - Emotion & Attitude
desire,n,B2,Verbs - Emotion & Attitude
desire,v,B2,Verbs - Emotion & Attitude
deserve,v,B2,Verbs - Emotion & Attitude
favor,v,B2,Verbs - Emotion & Attitude
select,v,B2,Verbs - Emotion & Attitude
pick,n,B2,Verbs - Emotion & Attitude
suspect,v,B2,Verbs - Emotion & Attitude
suspect,n,B2,Verbs - Emotion & Attitude
trouble,v,B2,Verbs - Emotion & Attitude
casual,adj,B2,Adjectives - Formal & Professional
corporate,adj,B2,Adjectives - Formal & Professional
civil,adj,B2,Adjectives - Formal & Professional
armed,adj,B2,Adjectives - Formal & Professional
martial,adj,B2,Adjectives - Formal & Professional
intellectual,adj,B2,Adjectives - Academic & Intellectual
abstract,adj,B2,Adjectives - Academic & Intellectual
logical,adj,B2,Adjectives - Academic & Intellectual
technological,adj,B2,Adjectives - Academic & Intellectual
industrial,adj,B2,Adjectives - Academic & Intellectual
plain,adj,B2,Adjectives - Academic & Intellectual
elementary,adj,B2,Adjectives - Academic & Intellectual
fundamental,adj,B2,Adjectives - Academic & Intellectual
comparative,adj,B2,Adjectives - Academic & Intellectual
sensitive,adj,B2,Adjectives - Emotional & Psychological
depressed,adj,B2,Adjectives - Emotional & Psychological
miserable,adj,B2,Adjectives - Emotional & Psychological
depressing,adj,B2,Adjectives - Emotional & Psychological
enthusiastic,adj,B2,Adjectives - Emotional & Psychological
passionate,adj,B2,Adjectives - Emotional & Psychological
intense,adj,B2,Adjectives - Emotional & Psychological
optimistic,adj,B2,Adjectives - Emotional & Psychological
positive,n,B2,Adjectives - Emotional & Psychological
negative,n,B2,Adjectives - Emotional & Psychological
desperate,adj,B2,Adjectives - Emotional & Psychological
relieved,adj,B2,Adjectives - Emotional & Psychological
ashamed,adj,B2,Adjectives - Emotional & Psychological
delighted,adj,B2,Adjectives - Emotional & Psychological
confusing,adj,B2,Adjectives - Emotional & Psychological
conscious,adj,B2,Adjectives - Emotional & Psychological
concerned,adj,B2,Adjectives - Emotional & Psychological
convinced,adj,B2,Adjectives - Emotional & Psychological
convincing,adj,B2,Adjectives - Emotional & Psychological
curious,adj,B2,Adjectives - Emotional & Psychological
fond,adj,B2,Adjectives - Emotional & Psychological
impatient,adj,B2,Adjectives - Emotional & Psychological
anxious,adj,B2,Adjectives - Emotional & Psychological
eager,adj,B2,Adjectives - Emotional & Psychological
impressed,adj,B2,Adjectives - Emotional & Psychological
patient,adj,B2,Adjectives - Emotional & Psychological
mysterious,adj,B2,Adjectives - Emotional & Psychological
realistic,adj,B2,Adjectives - Emotional & Psychological
shocked,adj,B2,Adjectives - Emotional & Psychological
unconscious,adj,B2,Adjectives - Emotional & Psychological
unexpected,adj,B2,Adjectives - Emotional & Psychological
spiritual,adj,B2,Adjectives - Emotional & Psychological
democratic,adj,B2,Adjectives - Social & Political
conservative,adj,B2,Adjectives - Social & Political
conservative,n,B2,Adjectives - Social & Political
progressive,adj,B2,Adjectives - Social & Political
controversial,adj,B2,Adjectives - Social & Political
conventional,adj,B2,Adjectives - Social & Political
presidential,adj,B2,Adjectives - Social & Political
artistic,adj,B2,Adjectives - Social & Political
domestic,adj,B2,Adjectives - Social & Political
fellow,adj,B2,Adjectives - Social & Political
associated,adj,B2,Adjectives - Social & Political
folding,adj,B2,Adjectives - Social & Political
junior,adj,B2,Adjectives - Social & Political
minor,adj,B2,Adjectives - Social & Political
opposed,adj,B2,Adjectives - Social & Political
mixed,adj,B2,Adjectives - Social & Political
matching,adj,B2,Adjectives - Social & Political
material,adj,B2,Adjectives - Social & Political
concrete,adj,B2,Adjectives - Social & Political
concrete,n,B2,Adjectives - Social & Political
motor,n,B2,Adjectives - Social & Political
motor,adj,B2,Adjectives - Social & Political
mechanical,adj,B2,Adjectives - Social & Political
neutral,adj,B2,Adjectives - Social & Political
potential,adj,B2,Adjectives - Social & Political
potential,n,B2,Adjectives - Social & Political
principal,adj,B2,Adjectives - Social & Political
intended,adj,B2,Adjectives - Social & Political
sincere,adj,B2,Adjectives - Ethical & Moral
genuine,adj,B2,Adjectives - Ethical & Moral
dishonest,adj,B2,Adjectives - Ethical & Moral
moral,adj,B2,Adjectives - Ethical & Moral
moral,n,B2,Adjectives - Ethical & Moral
ethical,adj,B2,Adjectives - Ethical & Moral
evil,adj,B2,Adjectives - Ethical & Moral
evil,n,B2,Adjectives - Ethical & Moral
pure,adj,B2,Adjectives - Ethical & Moral
promising,adj,B2,Adjectives - Success & Failure
outstanding,adj,B2,Adjectives - Success & Failure
extraordinary,adj,B2,Adjectives - Success & Failure
failed,adj,B2,Adjectives - Success & Failure
tough,adj,B2,Adjectives - Difficulty & Complexity
complex,n,B2,Adjectives - Difficulty & Complexity
complicated,adj,B2,Adjectives - Difficulty & Complexity
challenging,adj,B2,Adjectives - Difficulty & Complexity
fabulous,adj,B2,Adjectives - Positive Qualities
astonishing,adj,B2,Adjectives - Positive Qualities
stunning,adj,B2,Adjectives - Positive Qualities
spectacular,adj,B2,Adjectives - Positive Qualities
striking,adj,B2,Adjectives - Positive Qualities
remarkable,adj,B2,Adjectives - Positive Qualities
charming,adj,B2,Adjectives - Positive Qualities
amusing,adj,B2,Adjectives - Positive Qualities
entertaining,adj,B2,Adjectives - Positive Qualities
enjoyable,adj,B2,Adjectives - Positive Qualities
cute,adj,B2,Adjectives - Positive Qualities
bold,adj,B2,Adjectives - Positive Qualities
ambitious,adj,B2,Adjectives - Positive Qualities
dynamic,adj,B2,Adjectives - Positive Qualities
lively,adj,B2,Adjectives - Positive Qualities
flexible,adj,B2,Adjectives - Positive Qualities
elegant,adj,B2,Adjectives - Positive Qualities
sophisticated,adj,B2,Adjectives - Positive Qualities
exotic,adj,B2,Adjectives - Positive Qualities
alien,n,B2,Adjectives - Positive Qualities
athletic,adj,B2,Adjectives - Positive Qualities
balanced,adj,B2,Adjectives - Positive Qualities
biological,adj,B2,Adjectives - Positive Qualities
compulsory,adj,B2,Adjectives - Positive Qualities
dependent,adj,B2,Adjectives - Positive Qualities
virtual,adj,B2,Adjectives - Positive Qualities
visual,adj,B2,Adjectives - Positive Qualities
audio,adj,B2,Adjectives - Positive Qualities
upper,adj,B2,Adjectives - Positive Qualities
frequent,adj,B2,Adjectives - Positive Qualities
furious,adj,B2,Adjectives - Positive Qualities
gay,adj,B2,Adjectives - Positive Qualities
genetic,adj,B2,Adjectives - Positive Qualities
golden,adj,B2,Adjectives - Positive Qualities
gorgeous,adj,B2,Adjectives - Positive Qualities
graphic,adj,B2,Adjectives - Positive Qualities
nasty,adj,B2,Adjectives - Negative Qualities
offensive,adj,B2,Adjectives - Negative Qualities
ridiculous,adj,B2,Adjectives - Negative Qualities
weird,adj,B2,Adjectives - Negative Qualities
aggressive,adj,B2,Adjectives - Negative Qualities
severe,adj,B2,Adjectives - Negative Qualities
strict,adj,B2,Adjectives - Negative Qualities
bitter,adj,B2,Adjectives - Negative Qualities
dull,adj,B2,Adjectives - Negative Qualities
fake,adj,B2,Adjectives - Negative Qualities
artificial,adj,B2,Adjectives - Negative Qualities
awkward,adj,B2,Adjectives - Negative Qualities
distant,adj,B2,Adjectives - Negative Qualities
deadly,adj,B2,Adjectives - Negative Qualities
firm,n,B2,Adjectives - Physical States
firm,adj,B2,Adjectives - Physical States
stiff,adj,B2,Adjectives - Physical States
massive,adj,B2,Adjectives - Physical States
concept,n,B2,Nouns - Concepts & Processes
notion,n,B2,Nouns - Concepts & Processes
concentration,n,B2,Nouns - Concepts & Processes
creation,n,B2,Nouns - Concepts & Processes
formation,n,B2,Nouns - Concepts & Processes
motivation,n,B2,Nouns - Concepts & Processes
incentive,n,B2,Nouns - Concepts & Processes
tendency,n,B2,Nouns - Concepts & Processes
bent,adj,B2,Nouns - Concepts & Processes
transfer,v,B2,Nouns - Concepts & Processes
transfer,n,B2,Nouns - Concepts & Processes
shift,v,B2,Nouns - Concepts & Processes
attempt,n,B2,Nouns - Concepts & Processes
attempt,v,B2,Nouns - Concepts & Processes
try,n,B2,Nouns - Concepts & Processes
demand,n,B2,Nouns - Concepts & Processes
demand,v,B2,Nouns - Concepts & Processes
requirement,n,B2,Nouns - Concepts & Processes
appeal,n,B2,Nouns - Concepts & Processes
appeal,v,B2,Nouns - Concepts & Processes
approval,n,B2,Nouns - Concepts & Processes
expectation,n,B2,Nouns - Concepts & Processes
prospect,n,B2,Nouns - Concepts & Processes
discipline,n,B2,Nouns - Concepts & Processes
subject,adj,B2,Nouns - Concepts & Processes
ideal,n,B2,Nouns - Concepts & Processes
model,v,B2,Nouns - Concepts & Processes
